"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"e","e","","3054","46590738","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"3055","46590738","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3055","46590858","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"3056","46590858","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","a","","3056","46590989","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","a",,"3057","46590990","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3057","46591001","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","3057","46591084","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","3057","46591085","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"3058","46591085","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","d","","3058","46591186","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","d",,"3059","46591186","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3059","46591275","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"3060","46591276","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","i","","3060","46591869","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","i",,"3061","46591870","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3061","46591883","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","3061","46592014","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","f","","3061","46592015","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","f",,"3062","46592014","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3062","46592627","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"3063","46592627","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","-","","3063","46592819","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","-",,"3064","46592819","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3064","46593071","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"3065","46593072","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","3065","46593493","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"3066","46593493","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3066","46593506","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","3066","46593605","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","l","","3066","46593606","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","l",,"3067","46593605","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","s","","3067","46593714","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","s",,"3068","46593715","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","3068","46593836","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"3069","46593836","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3069","46593925","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"3070","46593926","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","s","","3070","46594091","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","s",,"3071","46594091","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3071","46594104","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","3071","46594325","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","t","","3071","46594326","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","t",,"3072","46594325","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","a","","3072","46594536","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","a",,"3073","46594536","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","t","","3073","46594736","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","t",,"3074","46594736","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","m","","3074","46594858","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","m",,"3075","46594859","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","3075","46594930","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"3076","46594930","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","3076","46595032","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"3077","46595032","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","t","","3077","46595103","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","t",,"3078","46595104","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3078","46595219","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"3079","46595219","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","3074","46597922","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"3075","46597923","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","3075","46597934","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"46606502","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","","You will only create Software Designs for the GameBoard and MemoryCard
classes. Include UML and designs for each public method, including __init__().","0","46606514","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2926","46606514","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","Down",,,"46608268","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","Down",,,"46608625","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"46609360","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","","
","0","46609362","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"46609723","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e","","
","0","46609725","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"46617964","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"46624414","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2928","46629529","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2843","46629530","plan1.txt","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"46823923","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," + 1","1930","46823925","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"46825999","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"46909759","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","    
        ","","2334","46909762","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","i","","2338","46911473","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","i",,"2339","46911473","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2339","46911497","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2339","46911587","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","f","","2339","46911588","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","f",,"2340","46911587","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2340","46911606","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2340","46911708","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2340","46911711","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2341","46911712","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","p","","2341","46912132","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","p",,"2342","46912132","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2342","46912145","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2342","46912310","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","l","","2342","46912311","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","l",,"2343","46912316","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","2343","46912509","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"2344","46912525","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","y","","2344","46912646","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","y",,"2345","46912656","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","2345","46912857","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"2346","46912863","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","r","","2346","46912984","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","r",,"2347","46912988","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Choose Lookup Item Replace",,,"46914448","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","Turn","","2347","46914454","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2351","46916405","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2352","46916406","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","=","","2352","46917281","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","=",,"2353","46917281","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","=","","2353","46917441","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","=",,"2354","46917442","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2354","46917974","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2355","46917974","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","p","","2355","46918346","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","p",,"2356","46918346","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2356","46918360","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2356","46918534","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","l","","2356","46918535","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","l",,"2357","46918540","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","2357","46918686","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"2358","46918703","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","y","","2358","46918858","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","y",,"2359","46918868","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","2359","46919091","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"2360","46919096","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","r","","2360","46919212","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","r",,"2361","46919216","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","c","","2361","46920844","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","c",,"2362","46920858","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Choose Lookup Item Replace",,,"46921815","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","","c","2361","46921820","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","Count","","2361","46921821","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",":","","2366","46923505","task1.py","1.1.2 for 2021-2022 @t1","1"
"k",":",,"2367","46923505","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"46923979","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","    
        ","","2376","46923980","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","    ","","2380","46923986","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","p","","2384","46942940","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","p",,"2385","46942940","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2385","46942954","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2385","46943104","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","l","","2385","46943105","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","l",,"2386","46943109","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","2386","46943312","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"2387","46943327","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","y","","2387","46943651","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","y",,"2388","46943668","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","2388","46944973","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"2389","46944978","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","r","","2389","46945137","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","r",,"2390","46945142","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Choose Lookup Item Replace",,,"46946801","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","Turn","","2390","46946809","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2394","46947913","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2395","46947914","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","-","","2395","46948697","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","-",,"2396","46948698","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","=","","2396","46948898","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","=",,"2397","46948899","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2397","46949811","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2398","46949811","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","1","","2398","46950162","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","1",,"2399","46950163","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"46951138","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","    
            ","","2412","46951140","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"46951989","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2415","46951990","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","","   ","2412","46951991","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","2412","46952797","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"2413","46952798","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2413","46952814","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","2413","46952921","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","l","","2413","46952922","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","l",,"2414","46952927","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","s","","2414","46953079","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","s",,"2415","46953093","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","2415","46953177","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"2416","46953184","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",":","","2416","46953800","task1.py","1.1.2 for 2021-2022 @t1","1"
"k",":",,"2417","46953800","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Tab",,,"46956316","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","    ","","2430","46956318","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","130",,"46959466","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"46960636","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"47009431","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," + 1","2508","47009436","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","130",,"47011416","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"47012497","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2508","47053594","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2509","47053594","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","+","","2509","47054196","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","+",,"2510","47054196","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","2510","47054832","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"2511","47054833","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","1","","2511","47055042","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","1",,"2512","47055042","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"47077280","task1.py","1.1.2 for 2021-2022 @t1","1"
"e",""," + 1","1229","47077283","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","130",,"47079658","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"47080998","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"47095353","task1.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"47098321","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1229","47169033","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1230","47169033","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","+","","1230","47169511","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","+",,"1231","47169511","task1.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1231","47169760","task1.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1232","47169760","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","1","","1232","47169962","task1.py","1.1.2 for 2021-2022 @t1","1"
"k","1",,"1233","47169962","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"47191652","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"47196589","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","
    ","","1117","47196591","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"47197220","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","
    ","","1122","47197221","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","7","","1127","47198809","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","7",,"1128","47198809","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1128","47198824","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1128","47198967","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",".","","1128","47198968","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k",".",,"1129","47198967","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1129","47198979","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1130","47199032","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","t","","1130","47199218","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","t",,"1131","47199219","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1131","47199231","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1131","47199317","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","h","","1131","47199318","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","h",,"1132","47199317","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1132","47199417","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1133","47199417","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1133","47199517","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1134","47199517","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","p","","1134","47199710","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","p",,"1135","47199710","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1135","47199723","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1135","47199879","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","l","","1135","47199880","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","l",,"1136","47199879","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","a","","1136","47200100","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","a",,"1137","47200101","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","y","","1137","47200869","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","y",,"1138","47200869","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1138","47201057","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1139","47201057","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","r","","1139","47201204","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","r",,"1140","47201204","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1140","47201360","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1141","47201360","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","c","","1141","47201644","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","c",,"1142","47201644","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1142","47201655","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1142","47201746","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","o","","1142","47201747","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","o",,"1143","47201746","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","u","","1143","47201891","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","u",,"1144","47201891","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","1144","47201928","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"1145","47201929","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","t","","1145","47202074","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","t",,"1146","47202074","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1146","47202182","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1147","47202183","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","k","","1147","47202625","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","k",,"1148","47202625","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1148","47202639","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1148","47202743","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1148","47202744","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1149","47202743","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1149","47202916","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1150","47202916","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","p","","1150","47203040","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","p",,"1151","47203041","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","s","","1151","47203177","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","s",,"1152","47203177","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1152","47203293","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1153","47203293","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","1153","47203653","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"1154","47203653","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1154","47203664","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"47204233","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","","n ","1153","47204234","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","i","","1153","47204732","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","i",,"1154","47204733","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1154","47204744","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1154","47204827","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","1154","47204828","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"1155","47204827","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","c","","1155","47204976","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","c",,"1156","47204976","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","r","","1156","47205134","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","r",,"1157","47205135","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1157","47205219","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1158","47205219","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","a","","1158","47205478","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","a",,"1159","47205479","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","s","","1159","47205691","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","s",,"1160","47205692","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","i","","1160","47205964","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","i",,"1161","47205965","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","1161","47206028","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"1162","47206029","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","g","","1162","47206136","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","g",,"1163","47206137","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1163","47206266","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1164","47206266","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","a","","1164","47206796","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","a",,"1165","47206796","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1165","47206808","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1165","47206916","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","n","","1165","47206917","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","n",,"1166","47206917","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","d","","1166","47207032","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","d",,"1167","47207032","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1167","47207119","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"1168","47207119","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","d","","1168","47209111","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","d",,"1169","47209111","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1169","47209122","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1169","47209340","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1169","47209341","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1170","47209340","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"47209757","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","","e","1169","47209758","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","o","","1169","47210107","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"k","o",,"1170","47210107","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1170","47210120","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1170","47210273","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
"e","e","","1170","47210274","memory_bugs.txt","1.1.2 for 2021-2022 @t1","1"
